tgl,ot,lat,lon,depth,mag,remark
1/13/2018,05.52.17,0.07,123.41,13,2.7,Minahassa Peninsula - Sulawesi
1/13/2018,05.38.11,-2.56,126.86,10,4.4,Ceram Sea
1/13/2018,05.30.46,-1.81,129.94,10,3.3,Halmahera - Indonesia
1/13/2018,04.16.14,-0.48,125.15,10,3.3,Southern Molucca Sea
1/13/2018,03.34.10,-9.91,121.74,53,3.4,Savu Sea
1/13/2018,03.13.24,-0.48,124.11,10,3.2,Southern Molucca Sea
1/13/2018,03.08.21,-0.61,131.45,13,2.8,Irian Jaya Region - Indonesia
1/13/2018,02.39.56,2.55,98.98,151,3.7,Northern Sumatra - Indonesia
1/13/2018,01.43.12,0.78,121.26,10,3.3,Minahassa Peninsula - Sulawesi
1/13/2018,01.11.03,-8.62,116.28,57,3.2,Sumbawa Region - Indonesia
1/13/2018,00.11.35,-6.61,129.46,25,4.7,Banda Sea
1/14/2018,22.23.25,1.34,121.57,10,3.1,Minahassa Peninsula - Sulawesi
1/14/2018,22.06.57,-8.43,111.58,14,3.2,Java - Indonesia
1/14/2018,21.44.47,1.6,126,82,4.7,Northern Molucca Sea
1/14/2018,20.17.10,0.65,122.21,84,1.8,Minahassa Peninsula - Sulawesi
1/14/2018,20.05.29,-0.56,122.95,49,2.3,Minahassa Peninsula - Sulawesi
1/14/2018,19.11.55,-6.37,103.24,94,4.3,Southwest of Sumatra - Indonesia
1/14/2018,16.59.42,-8.82,123.96,94,3.3,Flores Region - Indonesia
1/14/2018,13.34.33,-8.17,108.1,26,3,Java - Indonesia
1/14/2018,13.20.15,-0.05,123.36,116,2.3,Minahassa Peninsula - Sulawesi
1/14/2018,12.50.07,-7.18,129.71,162,4.4,Banda Sea
1/14/2018,11.23.28,5.23,127.88,149,4.3,Philippine Islands Region
1/14/2018,11.18.20,-0.6,123.98,13,3.6,Minahassa Peninsula - Sulawesi
1/14/2018,10.50.56,-10.31,118.7,132,4.2,South of Sumbawa - Indonesia
1/14/2018,08.08.49,1.48,126.59,10,3.5,Northern Molucca Sea
1/14/2018,07.47.50,-0.31,122.84,55,2.4,Minahassa Peninsula - Sulawesi
1/14/2018,06.38.34,-0.08,123.02,139,2.3,Minahassa Peninsula - Sulawesi
1/14/2018,04.53.58,-3.72,101.52,45,4.3,Southern Sumatra - Indonesia
1/14/2018,04.44.55,-9.38,117.78,25,2.4,Sumbawa Region - Indonesia
1/14/2018,04.42.49,-9.43,117.74,26,3.1,Sumbawa Region - Indonesia
1/14/2018,04.11.47,0.46,122.46,11,2.2,Minahassa Peninsula - Sulawesi
1/14/2018,03.41.18,-0.13,123.02,96,2.1,Minahassa Peninsula - Sulawesi
1/14/2018,03.39.24,-6.21,130.61,172,3.7,Banda Sea
1/14/2018,03.37.37,-4.17,123.36,60,4,Banda Sea
1/14/2018,02.14.54,-8.6,124.83,10,2.6,Timor Region
1/14/2018,01.32.57,-9.68,115.97,18,3.2,South of Bali - Indonesia
1/14/2018,00.54.07,-0.43,119.28,44,2.8,Minahassa Peninsula - Sulawesi
1/14/2018,00.49.20,0.36,122.03,24,1.9,Minahassa Peninsula - Sulawesi
1/15/2018,23.31.05,-0.27,121.98,13,2.1,Minahassa Peninsula - Sulawesi
1/15/2018,22.58.11,-7.86,105.93,10,3.4,Java - Indonesia
1/15/2018,21.57.33,-9.33,124.29,19,2.6,Timor Region
1/15/2018,21.29.19,0.28,121.51,127,2.2,Minahassa Peninsula - Sulawesi
1/15/2018,20.03.43,-6,106.3,14,2.9,Java - Indonesia
1/15/2018,19.40.40,-7.41,107.72,10,2.7,Java - Indonesia
1/15/2018,19.31.23,-1.25,98.88,27,2.9,Southern Sumatra - Indonesia
1/15/2018,19.13.10,-0.89,130.89,10,2.4,Irian Jaya Region - Indonesia
1/15/2018,19.07.58,0.68,121.59,72,2.5,Minahassa Peninsula - Sulawesi
1/15/2018,18.54.10,5.51,126.45,30,4.8,Mindanao - Philippines
1/15/2018,18.42.34,-0.35,123.15,10,2.4,Minahassa Peninsula - Sulawesi
1/15/2018,18.23.29,0.22,125.94,35,3,Northern Molucca Sea
1/15/2018,18.14.49,0.25,97.36,37,2.3,Northern Sumatra - Indonesia
1/15/2018,17.52.39,-3.26,104.14,338,4.5,Southern Sumatra - Indonesia
1/15/2018,17.29.59,-0.04,123.25,144,3.4,Minahassa Peninsula - Sulawesi
1/15/2018,17.18.02,1.67,120.97,10,2.3,Minahassa Peninsula - Sulawesi
1/15/2018,17.09.05,-9.28,123.64,50,2.5,Timor Region
1/15/2018,17.08.35,0.17,125.88,10,3.3,Northern Molucca Sea
1/15/2018,16.49.57,0.53,99.32,265,3.2,Northern Sumatra - Indonesia
1/15/2018,16.11.10,-5.72,110.38,529,4.6,Java Sea
1/15/2018,16.00.40,-2.87,135.65,16,4,Irian Jaya Region - Indonesia
1/15/2018,15.55.42,-8.78,123.18,141,3.6,Flores Region - Indonesia
1/15/2018,15.39.58,1.41,99.44,10,3.1,Northern Sumatra - Indonesia
1/15/2018,14.37.29,-8.94,124.1,108,3.8,Timor Region
1/15/2018,14.15.02,-9.6,107.44,27,4.8,South of Java - Indonesia
1/15/2018,14.12.55,0.23,97.52,14,2.5,Northern Sumatra - Indonesia
1/15/2018,14.03.06,-3.01,128.04,10,2.8,Seram - Indonesia
1/15/2018,12.14.29,-8.83,122,10,2.5,Flores Region - Indonesia
1/15/2018,11.36.14,-0.32,122.95,12,3.1,Minahassa Peninsula - Sulawesi
1/15/2018,11.13.16,-4.85,131.31,10,3.9,Banda Sea
1/15/2018,11.02.42,-9.36,114.82,10,3.2,South of Bali - Indonesia
1/15/2018,10.59.57,-4.89,102.79,33,3.9,Southern Sumatra - Indonesia
1/15/2018,10.05.52,-3,127.98,19,4,Seram - Indonesia
1/15/2018,09.18.02,0.36,121.16,10,2.7,Minahassa Peninsula - Sulawesi
1/15/2018,08.37.12,-3.07,141.9,11,4.5,New Guinea - Papua New Guinea
1/15/2018,08.23.55,-4.81,102.61,36,4.4,Southern Sumatra - Indonesia
1/15/2018,06.31.51,0.51,123.64,242,5.1,Minahassa Peninsula - Sulawesi
1/15/2018,00.46.52,-0.22,133.14,10,3.3,Irian Jaya Region - Indonesia
1/15/2018,00.16.15,-8.88,117.02,15,2.4,Sumbawa Region - Indonesia
1/15/2018,00.13.25,2.52,128.07,127,4.4,Halmahera - Indonesia
1/16/2018,23.05.03,-8.98,117.86,16,3.2,Sumbawa Region - Indonesia
1/16/2018,22.16.02,-9.65,122.99,91,3.9,Savu Sea
1/16/2018,21.18.16,4.43,96.53,10,3.8,Northern Sumatra - Indonesia
1/16/2018,20.34.07,0.06,125.85,10,3.6,Northern Molucca Sea
1/16/2018,19.43.44,-7.66,106.72,27,3.4,Java - Indonesia
1/16/2018,18.52.54,-9.75,124.44,43,3.7,Timor Region
1/16/2018,18.01.29,-9.69,122.55,79,4.2,Savu Sea
1/16/2018,15.53.04,2.38,98.96,141,3.7,Northern Sumatra - Indonesia
1/16/2018,15.40.26,0.25,129.57,10,3.8,Halmahera - Indonesia
1/16/2018,15.20.08,-9.21,119.06,73,3.5,Sumba Region - Indonesia
1/16/2018,15.17.40,-1.29,120.66,10,2.9,Sulawesi - Indonesia
1/16/2018,14.28.53,-9.41,107.32,10,3.6,South of Java - Indonesia
1/16/2018,04.05.26,-3.47,126.7,38,4.2,Buru - Indonesia
1/16/2018,00.44.55,-2.75,127.83,29,2.6,Ceram Sea
1/17/2018,23.42.11,0.58,98.19,17,3.8,Northern Sumatra - Indonesia
1/17/2018,22.42.15,-0.96,122.82,129,2.6,Minahassa Peninsula - Sulawesi
1/17/2018,22.32.38,-0.82,120.33,10,3.9,Minahassa Peninsula - Sulawesi
1/17/2018,18.19.43,-4.41,138.42,162,4.5,Irian Jaya - Indonesia
1/17/2018,17.12.15,-3.86,127.67,10,2.6,Seram - Indonesia
1/17/2018,16.35.16,-3.17,129.53,10,3.5,Seram - Indonesia
1/17/2018,16.03.26,-5.66,105.24,10,3.5,Sunda Strait - Indonesia
1/17/2018,15.59.23,1.96,98.92,59,3.1,Northern Sumatra - Indonesia
1/17/2018,15.31.42,-9.06,124.37,10,2.7,Timor Region
1/17/2018,14.35.25,-7.19,129.54,177,4.9,Banda Sea
1/17/2018,13.25.28,5,94.3,47,4.9,Northern Sumatra - Indonesia
1/17/2018,09.56.27,-10.26,124.72,21,3.1,Timor Region
1/17/2018,08.44.08,1.2,121.41,10,3.6,Minahassa Peninsula - Sulawesi
1/17/2018,08.21.34,-8.72,119.2,137,4,Flores Region - Indonesia
1/17/2018,04.25.51,-0.45,119.82,10,4.2,Minahassa Peninsula - Sulawesi
1/17/2018,02.48.38,-3.17,127.21,52,4.1,Seram - Indonesia
1/17/2018,02.47.45,-2.18,119.03,11,4.7,Sulawesi - Indonesia
1/17/2018,02.34.18,-8.27,115.46,10,2.5,Bali Region - Indonesia
1/17/2018,01.51.04,-8.77,120.45,130,3.8,Flores Region - Indonesia
1/17/2018,01.47.28,-8.92,124.02,20,2.6,Timor Region
1/17/2018,01.39.08,-9.3,117.48,47,3.4,Sumbawa Region - Indonesia
1/18/2018,23.41.36,0.29,122.12,27,1.8,Minahassa Peninsula - Sulawesi
1/18/2018,21.54.06,-8.51,108.82,53,3.3,Java - Indonesia
1/18/2018,20.45.29,-2.26,131.69,10,2.9,Irian Jaya Region - Indonesia
1/18/2018,19.08.00,-7.29,106.6,170,3.1,Java - Indonesia
1/18/2018,18.03.27,-9.32,110.48,10,3.4,South of Java - Indonesia
1/18/2018,17.48.41,-6.41,132.72,62,5.7,Tanimbar Islands Reg. - Indonesia
1/18/2018,17.26.13,0.43,124.43,10,2.5,Minahassa Peninsula - Sulawesi
1/18/2018,17.04.46,-0.08,97.9,37,2.8,Southwest of Sumatra - Indonesia
1/18/2018,15.23.08,1.68,123.02,26,2.6,Minahassa Peninsula - Sulawesi
1/18/2018,14.43.39,-5.29,120.9,23,3,Sulawesi - Indonesia
1/18/2018,14.31.56,0.76,126.49,43,4.3,Northern Molucca Sea
1/18/2018,14.30.54,-3.88,131.75,101,3.9,Irian Jaya Region - Indonesia
1/18/2018,12.34.06,-7.94,117.59,22,3.2,Bali Sea
1/18/2018,12.16.19,-3.65,101.3,10,3.6,Southern Sumatra - Indonesia
1/18/2018,12.12.58,-6.35,101.93,10,4.3,Southwest of Sumatra - Indonesia
1/18/2018,12.11.10,4,126.73,59,4.5,Talaud Islands - Indonesia
1/18/2018,12.05.08,-9.81,119.46,32,3.6,Sumba Region - Indonesia
1/18/2018,11.19.25,-0.23,122.47,11,2.5,Minahassa Peninsula - Sulawesi
1/18/2018,10.40.46,-6.32,130.28,163,4.5,Banda Sea
1/18/2018,08.51.42,-0.12,122.95,77,3.4,Minahassa Peninsula - Sulawesi
1/18/2018,02.39.02,-8.18,119.98,174,3.8,Flores Region - Indonesia
1/18/2018,02.34.29,-8.66,118.36,101,2.6,Sumbawa Region - Indonesia
1/18/2018,01.41.04,2.16,121,13,4.3,Celebes Sea
1/18/2018,01.01.03,-7.01,127.07,400,4.8,Banda Sea
1/19/2018,21.24.24,-1.32,120.46,10,3,Sulawesi - Indonesia
1/19/2018,21.17.51,1.78,126.41,77,3.3,Northern Molucca Sea
1/19/2018,21.14.32,1.97,126.79,93,3.7,Northern Molucca Sea
1/19/2018,19.55.56,1.35,97.06,28,4.1,Northern Sumatra - Indonesia
1/19/2018,19.27.15,-8.09,123.98,173,3,Flores Region - Indonesia
1/19/2018,19.01.41,1.99,121.55,10,2.5,Minahassa Peninsula - Sulawesi
1/19/2018,18.46.08,-1.32,99.21,83,3,Southern Sumatra - Indonesia
1/19/2018,18.14.59,-7.58,106.74,27,2.8,Java - Indonesia
1/19/2018,17.49.45,0.16,123.81,127,3.5,Minahassa Peninsula - Sulawesi
1/19/2018,16.29.47,-2.62,129.4,10,3.1,Seram - Indonesia
1/19/2018,16.12.26,-0.53,119.71,10,2.8,Minahassa Peninsula - Sulawesi
1/19/2018,14.25.41,-2.46,131.87,140,3,Irian Jaya Region - Indonesia
1/19/2018,14.17.36,-0.8,124.07,10,3,Southern Molucca Sea
1/19/2018,12.53.48,-7.71,106.84,19,2.6,Java - Indonesia
1/19/2018,09.36.04,0.11,121.8,133,2.2,Minahassa Peninsula - Sulawesi
1/19/2018,04.35.24,0.86,121.81,160,1.9,Minahassa Peninsula - Sulawesi
1/19/2018,04.28.55,-0.57,131.27,10,2.3,Irian Jaya Region - Indonesia
1/19/2018,04.12.29,0.88,122.54,15,2.4,Minahassa Peninsula - Sulawesi
1/19/2018,03.04.47,0.15,124.04,105,3.4,Minahassa Peninsula - Sulawesi
1/19/2018,01.03.51,1.59,126.32,10,4.6,Northern Molucca Sea
1/19/2018,00.48.21,-0.1,121.59,18,2.5,Minahassa Peninsula - Sulawesi
1/20/2018,23.02.32,3.87,125.88,136,3.9,Talaud Islands - Indonesia
1/20/2018,22.21.36,-7.38,107.19,98,3.7,Java - Indonesia
1/20/2018,22.11.06,-7.84,128.08,134,4.9,Banda Sea
1/20/2018,22.00.35,1.15,98.93,76,3.2,Northern Sumatra - Indonesia
1/20/2018,17.05.40,0.49,122.37,10,2,Minahassa Peninsula - Sulawesi
1/20/2018,17.03.40,-8.16,116.74,28,2.7,Sumbawa Region - Indonesia
1/20/2018,16.51.30,0.45,121.59,110,2.2,Minahassa Peninsula - Sulawesi
1/20/2018,15.07.06,-8.71,118.8,91,3.2,Sumbawa Region - Indonesia
1/20/2018,14.36.38,-4.3,141.93,100,4.6,New Guinea - Papua New Guinea
1/20/2018,14.14.52,-7.32,129.48,186,4.3,Banda Sea
1/20/2018,13.28.49,0.29,121.33,38,2.3,Minahassa Peninsula - Sulawesi
1/20/2018,13.13.49,-4.51,128.17,14,3.9,Banda Sea
1/20/2018,13.10.01,-6.59,128.5,294,4.7,Banda Sea
1/20/2018,12.16.07,2.29,128.42,10,4.2,Halmahera - Indonesia
1/20/2018,12.13.56,-8.58,121.94,14,2.8,Flores Region - Indonesia
1/20/2018,12.13.54,-3.55,129.9,10,3.5,Seram - Indonesia
1/20/2018,11.32.23,-9.57,124.84,10,2.5,Timor Region
1/20/2018,11.00.16,-7.27,129.45,209,4.2,Banda Sea
1/20/2018,09.29.54,1.13,122.71,13,2.2,Minahassa Peninsula - Sulawesi
1/20/2018,07.11.23,1.09,126.9,104,3.7,Northern Molucca Sea
1/20/2018,06.01.48,-10.52,116.36,10,3.2,South of Sumbawa - Indonesia
1/20/2018,04.44.25,-0.33,122.99,10,2.5,Minahassa Peninsula - Sulawesi
1/20/2018,02.53.08,-0.05,122.11,10,2,Minahassa Peninsula - Sulawesi
1/20/2018,02.33.15,-0.11,121.98,10,2.2,Minahassa Peninsula - Sulawesi
1/20/2018,02.18.33,0.9,126.55,10,3.9,Northern Molucca Sea
1/20/2018,01.55.31,-7.82,108.04,51,2.1,Java - Indonesia
1/20/2018,01.23.20,-0.1,123.25,144,3.2,Minahassa Peninsula - Sulawesi
1/21/2018,17.58.44,-2.92,129.88,16,3.6,Seram - Indonesia
1/21/2018,17.12.06,-7.5,128.56,190,3.9,Banda Sea
1/21/2018,16.54.45,-9.05,111.51,10,3.8,South of Java - Indonesia
1/21/2018,12.27.40,-4.6,104.05,136,4.3,Southern Sumatra - Indonesia
1/21/2018,12.22.33,0.72,122.26,65,3.2,Minahassa Peninsula - Sulawesi
1/21/2018,09.54.15,-1.63,100.68,35,3.4,Southern Sumatra - Indonesia
1/21/2018,09.43.47,0.33,120.66,12,4,Minahassa Peninsula - Sulawesi
1/21/2018,08.39.25,-2.19,118.56,17,2.7,Sulawesi - Indonesia
1/21/2018,08.01.24,-7.75,107.03,22,2.3,Java - Indonesia
1/21/2018,06.58.05,-7.97,106.58,10,3.6,Java - Indonesia
1/21/2018,06.55.42,-0.23,133.24,10,4.2,Irian Jaya Region - Indonesia
1/21/2018,06.52.04,5.87,126.54,136,4.4,Mindanao - Philippines
1/21/2018,04.26.52,-0.03,125.74,10,3.4,Southern Molucca Sea
1/21/2018,04.23.08,-3.14,130.52,10,3.3,Seram - Indonesia
1/21/2018,03.21.05,-0.08,129.83,10,2.8,Halmahera - Indonesia
1/22/2018,20.49.58,-9.11,110.07,75,4.4,South of Java - Indonesia
1/22/2018,14.12.54,-8.67,119.43,148,3.7,Flores Region - Indonesia
1/22/2018,14.07.59,-9.42,120.22,50,4,Sumba Region - Indonesia
1/22/2018,13.45.48,-1.3,120.54,12,3.9,Sulawesi - Indonesia
1/22/2018,13.35.44,-1.36,120.58,10,3,Sulawesi - Indonesia
1/22/2018,07.22.19,-0.67,131.45,25,3,Irian Jaya Region - Indonesia
1/22/2018,07.15.12,-7.41,127.94,202,4.7,Banda Sea
1/22/2018,03.22.53,-4.05,130.33,56,4.2,Banda Sea
1/23/2018,23.29.26,-7.25,106.01,19,3.2,Java - Indonesia
1/23/2018,21.52.15,-7.18,106.04,31,3.7,Java - Indonesia
1/23/2018,21.39.47,-0.46,119.89,10,2.6,Minahassa Peninsula - Sulawesi
1/23/2018,20.11.29,-7.21,106.05,39,3.5,Java - Indonesia
1/23/2018,20.01.57,-7.03,106.13,28,3.3,Java - Indonesia
1/23/2018,19.07.33,-7.16,106.1,21,3.6,Java - Indonesia
1/23/2018,19.03.29,-3.11,130.25,10,3.1,Seram - Indonesia
1/23/2018,18.49.01,-7.08,105.97,31,3,Java - Indonesia
1/23/2018,18.43.18,-3.35,130.54,10,3.3,Seram - Indonesia
1/23/2018,18.36.18,-8.95,118.43,76,3,Sumbawa Region - Indonesia
1/23/2018,18.28.09,-9.99,123.43,64,3.5,Timor Region
1/23/2018,18.27.25,-3.12,130.55,10,2.7,Seram - Indonesia
1/23/2018,18.22.12,-3.16,130.56,10,3.1,Seram - Indonesia
1/23/2018,18.21.23,-7.11,106.26,10,2.7,Java - Indonesia
1/23/2018,18.17.45,-3.71,130.16,10,3.3,Seram - Indonesia
1/23/2018,18.08.05,-3.17,130.56,10,3,Seram - Indonesia
1/23/2018,18.03.49,-3.15,130.67,17,2.9,Seram - Indonesia
1/23/2018,18.00.24,-7.2,106.16,26,2.7,Java - Indonesia
1/23/2018,17.38.30,-3.2,130.59,13,5.1,Seram - Indonesia
1/23/2018,17.04.47,-7.22,106.11,25,4.2,Java - Indonesia
1/23/2018,16.55.09,-8.27,117.73,27,2.2,Sumbawa Region - Indonesia
1/23/2018,16.40.08,1.43,124.66,212,3.2,Minahassa Peninsula - Sulawesi
1/23/2018,16.10.27,-7.17,106.15,28,2.9,Java - Indonesia
1/23/2018,15.55.58,-9.38,115.13,38,3,South of Bali - Indonesia
1/23/2018,15.37.28,-9.13,118.59,93,3.5,Sumbawa Region - Indonesia
1/23/2018,15.30.20,-8.62,117.14,151,2.8,Sumbawa Region - Indonesia
1/23/2018,15.20.49,1.85,126.69,10,3.3,Northern Molucca Sea
1/23/2018,14.58.40,-8.07,107.47,29,2.6,Java - Indonesia
1/23/2018,14.48.42,-7.24,106.24,25,2.5,Java - Indonesia
1/23/2018,14.39.57,0.36,122.03,178,3,Minahassa Peninsula - Sulawesi
1/23/2018,14.23.56,-7.14,106.08,32,3,Java - Indonesia
1/23/2018,14.14.10,2.73,125.73,152,3.9,Talaud Islands - Indonesia
1/23/2018,14.06.11,0.44,121.23,59,2,Minahassa Peninsula - Sulawesi
1/23/2018,13.36.33,-7.15,106.15,36,2.9,Java - Indonesia
1/23/2018,13.13.13,-8.22,118.26,178,3,Sumbawa Region - Indonesia
1/23/2018,13.03.43,-7.16,106.05,32,3.8,Java - Indonesia
1/23/2018,12.57.58,-7.21,106.08,41,4.2,Java - Indonesia
1/23/2018,12.54.33,-7.13,106.15,33,3,Java - Indonesia
1/23/2018,12.18.58,-7.22,106.05,29,3.6,Java - Indonesia
1/23/2018,11.09.42,-7.21,106.12,33,4.1,Java - Indonesia
1/23/2018,11.06.21,-1.88,129.05,10,3.4,Halmahera - Indonesia
1/23/2018,11.03.15,-9.54,117.75,26,3.5,Sumbawa Region - Indonesia
1/23/2018,10.24.24,-8.97,111.16,10,4.4,Java - Indonesia
1/23/2018,09.40.56,-7.27,106.09,32,3.7,Java - Indonesia
1/23/2018,09.20.06,-7.25,106.12,32,3.4,Java - Indonesia
1/23/2018,09.16.52,0.52,119.54,10,2.4,Minahassa Peninsula - Sulawesi
1/23/2018,09.15.09,-7.24,106.09,37,4.1,Java - Indonesia
1/23/2018,09.04.41,-7.09,106.17,33,3,Java - Indonesia
1/23/2018,08.55.16,-7.23,106.09,28,4,Java - Indonesia
1/23/2018,08.50.32,-7.19,106.08,21,3.2,Java - Indonesia
1/23/2018,08.38.10,-7.15,106.08,16,2.9,Java - Indonesia
1/23/2018,08.20.25,-7.17,106.13,28,3.3,Java - Indonesia
1/23/2018,08.16.16,-7.14,106.19,33,2.8,Java - Indonesia
1/23/2018,07.58.51,-7.22,106.12,27,4.3,Java - Indonesia
1/23/2018,07.56.12,-7.2,106.11,32,4.8,Java - Indonesia
1/23/2018,07.53.06,-7.19,105.98,19,3.8,Java - Indonesia
1/23/2018,07.46.11,-7.06,106.14,29,2.9,Java - Indonesia
1/23/2018,07.32.26,-7.13,106.14,22,3.5,Java - Indonesia
1/23/2018,07.25.10,-7.21,106.2,26,2.8,Java - Indonesia
1/23/2018,07.23.09,-7.23,106.01,19,3.1,Java - Indonesia
1/23/2018,07.18.38,-7.2,106.18,23,3,Java - Indonesia
1/23/2018,07.16.32,-7.06,105.95,27,3,Java - Indonesia
1/23/2018,07.05.14,-7.26,105.98,33,3.2,Java - Indonesia
1/23/2018,07.03.50,-7.11,106.07,28,3.5,Java - Indonesia
1/23/2018,06.52.44,-7.16,106.01,20,4.3,Java - Indonesia
1/23/2018,06.50.06,-7.21,106.08,19,4.1,Java - Indonesia
1/23/2018,06.43.54,-7.07,106.21,28,3.3,Java - Indonesia
1/23/2018,06.42.30,-7.13,106.12,29,3.7,Java - Indonesia
1/23/2018,06.40.58,-7.16,106.09,23,4,Java - Indonesia
1/23/2018,06.38.35,-7.26,106.26,20,4.4,Java - Indonesia
1/23/2018,06.34.54,-7.13,106.04,46,6.1,Java - Indonesia
1/23/2018,05.04.59,5.35,125.97,229,4.4,Mindanao - Philippines
1/23/2018,04.25.33,-3.33,131.17,59,4.2,Irian Jaya Region - Indonesia
1/24/2018,23.45.18,3.81,95.16,14,3.5,Off West Coast of Northern Sumatra
1/24/2018,18.36.52,-9.38,107.2,13,4.4,South of Java - Indonesia
1/24/2018,15.38.24,-7.57,105.52,58,3,Java - Indonesia
1/24/2018,14.52.37,-7.13,106.12,47,3,Java - Indonesia
1/24/2018,14.34.55,-1.19,127.07,10,3.2,Halmahera - Indonesia
1/24/2018,12.54.34,-0.99,121.24,10,3.3,Minahassa Peninsula - Sulawesi
1/24/2018,12.40.05,-7.23,106.08,27,4,Java - Indonesia
1/24/2018,11.08.55,-7.16,106.01,17,3.4,Java - Indonesia
1/24/2018,10.55.41,1.61,127.24,125,4.4,Halmahera - Indonesia
1/24/2018,06.57.08,2.54,95.46,37,5,Off West Coast of Northern Sumatra
1/24/2018,06.32.46,-7.21,105.99,46,4.9,Java - Indonesia
1/24/2018,05.14.31,0.49,97.94,35,3.2,Northern Sumatra - Indonesia
1/24/2018,01.49.02,-7.23,105.98,11,4.4,Java - Indonesia
1/24/2018,00.40.15,-4.71,102.73,58,5,Southern Sumatra - Indonesia
1/25/2018,23.57.54,-0.04,123.16,135,2.9,Minahassa Peninsula - Sulawesi
1/25/2018,23.47.22,-7.11,106.08,19,3.3,Java - Indonesia
1/25/2018,20.33.58,0.66,121.2,23,1.9,Minahassa Peninsula - Sulawesi
1/25/2018,19.23.48,-2.8,128.06,16,3.5,Ceram Sea
1/25/2018,18.31.36,1.46,122.17,10,2.7,Minahassa Peninsula - Sulawesi
1/25/2018,18.17.04,-0.2,132.17,88,2.8,Irian Jaya Region - Indonesia
1/25/2018,17.47.20,-0.26,123.03,86,2.8,Minahassa Peninsula - Sulawesi
1/25/2018,17.20.48,-2.1,126.18,30,3.9,Ceram Sea
1/25/2018,16.57.30,-0.42,132.19,24,3.6,Irian Jaya Region - Indonesia
1/25/2018,16.07.35,0.75,100.05,10,3.4,Northern Sumatra - Indonesia
1/25/2018,15.11.57,-7.09,106.2,25,2.9,Java - Indonesia
1/25/2018,15.01.56,-1.09,128.6,14,3.6,Halmahera - Indonesia
1/25/2018,14.59.09,-8.96,124.25,10,2.8,Timor Region
1/25/2018,13.33.38,-2.01,123.92,10,4.5,Sulawesi - Indonesia
1/25/2018,13.00.02,1.59,121.41,10,2.4,Minahassa Peninsula - Sulawesi
1/25/2018,12.25.02,-3.33,131.2,30,4.1,Irian Jaya Region - Indonesia
1/25/2018,12.17.45,-0.11,125.26,18,3.5,Southern Molucca Sea
1/25/2018,10.16.20,-6.56,106.55,10,2.7,Java - Indonesia
1/25/2018,08.52.21,-1.27,130.94,10,2.3,Irian Jaya Region - Indonesia
1/25/2018,08.38.18,-8.21,123.23,198,3.8,Flores Region - Indonesia
1/25/2018,08.03.37,5.73,126.01,103,4.7,Mindanao - Philippines
1/25/2018,03.57.22,-4.43,102.17,10,3.8,Southern Sumatra - Indonesia
1/25/2018,01.49.35,1.77,126.51,12,4.2,Northern Molucca Sea
1/26/2018,19.05.37,-1.17,126.79,10,3.9,Southern Molucca Sea
1/26/2018,17.09.08,0.39,124.45,96,3.9,Minahassa Peninsula - Sulawesi
1/26/2018,16.56.50,-4.65,102.71,27,3.7,Southern Sumatra - Indonesia
1/26/2018,14.55.07,-8.17,118.83,10,3.7,Sumbawa Region - Indonesia
1/26/2018,14.53.59,-3.1,130.51,13,3.6,Seram - Indonesia
1/26/2018,14.43.15,-7.28,106.15,25,2.5,Java - Indonesia
1/26/2018,14.08.07,-1.23,126.98,12,3.3,Southern Molucca Sea
1/26/2018,13.01.34,-7.25,105.9,10,3.5,Java - Indonesia
1/26/2018,12.47.48,-1.07,126.8,10,3.1,Southern Molucca Sea
1/26/2018,12.40.02,-7.37,106.9,96,3,Java - Indonesia
1/26/2018,11.18.47,-4.32,134.17,18,4.6,Irian Jaya Region - Indonesia
1/26/2018,10.43.47,-1.13,126.86,21,5.3,Southern Molucca Sea
1/26/2018,10.22.43,-9.52,110.14,10,3.6,South of Java - Indonesia
1/26/2018,10.12.50,-7.19,106.04,30,5,Java - Indonesia
1/26/2018,09.32.54,-2.9,130.2,24,3.2,Seram - Indonesia
1/26/2018,09.19.23,-3.12,130.52,10,3.6,Seram - Indonesia
1/26/2018,05.07.14,0.32,97.99,39,2.5,Northern Sumatra - Indonesia
1/26/2018,04.48.26,-7.19,106.05,30,5.2,Java - Indonesia
1/26/2018,04.36.14,-1.47,120.34,10,3.7,Sulawesi - Indonesia
1/26/2018,04.22.27,-1.19,119.87,10,3.6,Sulawesi - Indonesia
1/26/2018,03.48.45,-1.37,120.57,10,4.3,Sulawesi - Indonesia
1/26/2018,03.12.32,-3.14,130.58,10,3.8,Seram - Indonesia
1/26/2018,01.34.19,-4.2,129.31,17,3.9,Banda Sea
1/26/2018,00.19.03,-0.23,122.93,55,3.5,Minahassa Peninsula - Sulawesi
1/27/2018,23.39.49,0.76,122.65,16,2.8,Minahassa Peninsula - Sulawesi
1/27/2018,23.19.07,-9.95,119.2,37,4.3,Sumba Region - Indonesia
1/27/2018,22.53.19,3.7,96.38,34,4.5,Northern Sumatra - Indonesia
1/27/2018,22.35.12,-1.28,120.77,10,3.8,Sulawesi - Indonesia
1/27/2018,15.42.52,-8.59,118.76,125,4.5,Sumbawa Region - Indonesia
1/27/2018,13.40.49,-0.74,124.34,21,3.7,Southern Molucca Sea
1/27/2018,08.12.01,-6.4,130.62,190,4.9,Banda Sea
1/27/2018,08.11.24,-7.63,108.99,175,3.7,Java - Indonesia
